comment,likes,time,author
"Apa ideologi Pemerintah skrg berubah mjd MBG ya...? 

Koq MBG sepertinya mjd sesuatu yg didewa²kan. MBG HARUS tetap jalan apapun yg terjadi, meski faktanya pelaksanaan MBG byk yg menyimpang dr ketentuan dan byk dikorupsi.

Semoga Pemerintah tetap waras bahwa ideologi kita itu Pancasila, bukan MBG",0,2 months ago,@pray1925
Gila muka  kepala BGN nyebelin bat jir mau gw amplas rasanya 😂,0,2 months ago,@haikalathallahtm9583
"MBG indo itu cuma bagus di teori, tapi di praktikum.... HAWK TUAH!!!",0,2 months ago,@ridhobaihaqi144
"Dengan program mbg, para petani tidak mendapat manfaat langsung dari kenaikan harga,, karena yang membeli hasil panen mereka bukan dari pihak dapur mbg, tapi dari pihak mitra yang menydiakan bahan2 untuk dapur mbg.. para mitra tersebut membeli hasil panen dengan harga murah dan dijual dengan harga mahal ke pengelola dapur mbg..
Hal ini tidak membuat hidup petani lebih sejahtera, membuat harga panen mahal di pasaran karena hasil panen sudah banyak dibeli oleh mitra penyedia mbg,, dan juga membuat mitra penyedia mbg menjadi lebih sejahtera karena membeli hasil panen dengan harga murah dan menjualnya dengan harga mahal ke dapur mbg..
Di tempat kami ada 2 dapur mbg yang menu nya ada yang lebih banyak dan lebih sedikit isi porsinya.. setelah di tanya oleh pihak sekolah tentang hal ini, jawaban dari pihak dapur mbg mengatakan ""mitra mereka berbeda dengan dapur mbg yang satunya.. merek bilang mitra mereka menjual bahan dengan harga lebih mahal dari mitra dapur mbg yang lain, sehingga porsi dari menu mereka lebih sedikit""",0,2 months ago,@raf1359
"MBG buat siapa? ya buat si Wowo lah.. sdh sgt jelas.
Nasib jd WNI, kerja keras bayar pajak, eh duitnya buat kampanye politik presiden halu😢",0,2 months ago,@Dh4nker
"Program MBG perlu didukung dengan tata kelola yang kuat, pelibatan pelaku lokal, serta pengawasan berkelanjutan agar mampu mendorong ketahanan pangan dan kesejahteraan masyarakat secara luas.",0,2 months ago,@shortV-z3i
"Prabowo nyerocos mau renovasi 300 ribu uang kelas. Sementara ratusan truliun apbn abis buat mbg, apbn yang juga tertekan ama kenaikan harga minyak. Bahkan apbn sudah dinyatakan defisit ampe 130 an triliun. Pertanyaannya duitnya dari mana coba?? Kyaknya prabowo harus diajarin ekonomi ama admin ngomu dulu",0,2 months ago (edited),@hamaspahlawan1577
"Ada yg komen ini hanya menguntungkan kan pemilik dapur MBG nya ,, iya sih ini bener jga ..TPI yg lebih pasti yg bikin proyek nya yg akan mendapatkan ke untungan yg lebih besar ..ingat berapa tahun lagi dia di pastikan nyalon lagi,( klu belum mati ya) nah itu biaya nya besar lho ..mau nyogok sana sini kan butuh uang ,, jdi sebetulnya ini cuma proyek nya dia ,, kita aja yg di bodoh bodoh in ,, dia bilang makan bergizi ,, saya aja yg bisa di bilang kelas bawah ..lebih mampu beli yg bergizi dari pada yg dia kasih,, lagian di mana letak gizi nya,saya rasa sudah banyak yg Spil kok ,,apa yg di kasih nya",0,2 months ago,@langkisau-bkt
Bau baunya dana george soros,0,2 months ago,@ivanluhur
"Anak dapat makan, tapi ortu mereka kesulitan beli bahan makanan di pasar karena stok pasar diserap besar oleh MBG. Dipikir2 kontradiktif. Negara ini emg kocak😂😂",0,2 months ago,@hamaspahlawan1577
Dana MBG....di buat. Pabrik2  baru...biar orang tua bisa kerja... Ngasih anak makan bergizi...,0,2 months ago,@LusianaKurniawati-v1c6z
"Setuju,
Kuncinya memang di tata kelola & pengawasan.
Tapi pertanyaannya: pelaku lokalnya nanti benar-benar merata atau cuma “itu-itu aja”?",0,2 months ago,@NgomonginUang
"Mbg tu baguss asal punya dana dan maksud tujuan yang bener2 membantu bukan mencerdaskan bangsa, untuk fokus anak2 bukan IQ anak2 karena kalau mau cerdas sistem pendidikan harus jelas jangan mentri ganti ganti kurikulum al hasil pembelajaran gak afektif dan terkesan "" uji coba "", pendidikan di mulai dr gaji guru dan kulitas guru, serta fasilitas dan kurikulum yang memadai hal penting si guru tersebut harus bisa beradaptasi dengan sistem modern kek AI dan buku online, cara pembelajaran pun harus seru dan mudah dipahami anak2, untuk mbg sebagai fokus dan tingkat kualitas tubuh agar selalu vit dam pembelajaran, mbg harus ada sana sendiri bukan dr apbn karena 1 hr mbg butuh 1 terilun untuk semua sekolah di indo belum termasuk sekolah pedalaman , dan mbg harus punya bagian2 sendiri masing2 punya bagian cek kualitas Makanan, karena jika pu ya sistem dan duit sendiri semua lancar tanpa mengurangi anggaran penting negara kek pendidikan kesehatan bahkan kabar awal mbg semua dipangkas banyak pengangguran buka karena skil kurang melainkan untuk mbg miris banget  sedangkan anak butuh duit sekolah dan masa depan bukan soal makan 1× disekolah, kalau mbg punya bagian2, 1 bagian menu Semua dicek masing2 bgn menu apa aja serta belanja, 2 sistem daour semua dimasak fress tanpa hambatan dan harus memadai, bagian 3 pengecekan apakah makanan ini mayak atau tidak karena dalam jumlah besar beberapa makanan bisa terkontaminasi oleh zat2 terntentu dr dapur makanya perlu dicek diresto aja semua makanan di cek masak mbg yang jelas2 buat bangsa gak di cek kan lawak mana itu dr pemerintah bukan swasta",0,2 months ago,@Sukseske3
"Hati-hati min, nanti disangka antek-antek asing atau terima dana dari soros wkwkwk",0,2 months ago,@achosaja6539
Sepertinya uang sudah mengalir ke sini..,0,2 months ago,@gemamoch1
"Mbg mau buka cabang di tel Aviv, untuk pengungsi Israel.",0,2 months ago,@DekKo-p5y
Admin ngomu mungkin bisa collab dengan para aktifis kayak Ferry Najwa Gugem dll,0,2 months ago,@hibbanayyasy4419
"lebih murah duit langsung di kasih ke orang tua  !!
dah tuh otomatis  merata duit yg mengalirnya bukan pemasok atau penyedia dapur yg besar yg dapat keuntungan 6 jt perhari",0,2 months ago (edited),@lixcul5052
Jelas BEBAN,0,2 months ago,@motoharumotoharu
"Ganti nama lah, MBG.
Enak bgt jir kasih nama ""gratis""",0,2 months ago,@cendolisme1928
"coba pikir pakai logika makanan mbg itu hampir setengah dari porsi itu mubasir dan dibuang,,begini logikax
1.setiap sekolah penerima.                   
   dlm sehari ada yang tdk. 
    datang,,makananx lebh
2.murid yg tsk mau makanan        
   mbg,tdk mau terima baik yg
   memang orang mampu,dan
   golongan menengah yg tdk 
   mau makan
3.makanan diambil murid 
   tetapi cuma makan sedikit
   contohx ambil buahx sj,yg 
   lain di buang di tong samph

4,murid mengambil makanan 
   tetapi di rumah dibuang 
   oleh orang tua murid krn 
   takut
bukankah hampir setengah anggaran uang negara hilang atau terbuang percuma coba kali 15 rib di kali lagi jumlah penerima mamfaat persekolah",0,2 months ago,@Rayya-t2s
"Bagus lah min biar mati pedagang udah terlalu banyak mengganggu kemacetan dan mengganggu kesetan makin langka, makin bagus.
udah saatnya mereka gak dagang makanan mulu, sudah saatnya ke sektor teknologi 👍",0,2 months ago,@dwi-k4e
"Program konsumtif spt MBG-KMP yg sengaja menyerap APBN dlm waktu singkat utk Anggaran Pendidikan 40% dan Anggaran Kesehatan 20%. Hasilnya justru membodohkan dan melemahkan Kesehatan masyarakat. Apalagi dlm pelaksanaan setiap lini memungut rente dr ""Bancakan"" MBG ini. KMP juga membodohkan teknologi otomotif Indonesia dan membuang peluang jutaan Kesempatan Kerja Rantai Pasok produksi Otomotif Indonesia. Negara dikelola scr ugal2an oleh org2 Oligarki koplak.i",0,2 months ago (edited),@bambanghesti8902
MGB itu kue lapis.,0,2 months ago,@ericpurnomo8173
"MBG adalah solusi membungkam rakyat bawah dan rekan politik tanpa memikirkan defisit negara...😂😂😂

say setuju setuju saya MBG dilanjutkan...tapi anggaran tunjangan untuk DPR dikurangi untuk menutup defisit negara...",0,2 months ago,@GasrukML
Gak perlu orang pintar kita rakyat biasa yg dianggap bodooh sama pemerintah pun pasti tau MBG beban ekonomi. Klo masih ada yg bela MBG mungkin udh hilang akal,0,2 months ago,@pandamealtime
"Masih belum ada penelitian, pengaruh MBG terhadap peningkatan Gizi dan kualitas Pendidikan anak Indonesia",0,2 months ago,@argafirmansyah9750
Awal kehancuran negara ini berawal dari program ini,0,2 months ago,@tshukamto7989
Mengutip dari celios😂😂😂 penerima dana dari yayasan geoge Soros itu yaa berarti satu paket ni channel,0,2 months ago,@ekohendrianto3909
Impor impor impor,0,2 months ago,@deotheodeo
BuZZer nih channel,1,2 months ago,@radith5518
"Pdhal ketololan anak sekolah di indonesia berasal dari trend tiktok dn medsos
Bukan dari makanannya

Lgian percuma ngasih makan anak anak sekolah yg isi otaknya cuma pacaran aja ujung ujungnya gk lulus hamil duluan 
Mending buat pembangunan dana nya",0,2 months ago,@GemboyOfficial-musicviral
Apanya bang? Ini chanel edukasi😊,0,2 months ago,@tradingForliving-j3d
"Akhirnya ngomu membahas mbg juga!, Sebagai orang awam yang hidup di desa walaupun dipulau Jawa, permainan oknum, ketidaktransparansi lembaga, calo, hal"" yang bersifat korup, merusak, dan menguntungkan diri sendiri adalah hal umum yang terjadi dipedesaan, masyarakat seperti ini yang menghambat apapun yang sebenernya berniat baik menjadi melenceng",0,2 months ago,@riyanriyono3052
"tapi ada yang paling buruk selain dapur SPPG yaitu mitranya dapur SPPG, soalnya gua pernah kerja di pabrik roti yang bermitra dengan dapur SPPG untuk memasok roti demi kelancaran program MBG, disana gua kerja dari jam 7 sampai 10 malam tanpa jam istirahat dan di gaji 70rb perhari, memang cerita gua ini terdengar mengada-ngada tetapi cerita ini memang murni dari pengalaman gua saat bulan ramadhan kemarin.

dan lu tau apa hal yang paling buruk yang ada di pabrik roti itu?

mereka juga memperkerjakan pekerja remaja dibawah umur, bayangkan anak 14-16 tahun sudah di suruh kerja sekeras seperti itu, mereka (bos-bos mitra SPPG) memang biadab dan tidak berperikemanusiaan.",23,2 months ago,@gibranbhala7511
MBG proyek utk cari modal buat nyalon di 2029,0,2 months ago,@beeeducationcenter9657
"Negara lebih mengutamakan isi perut ketimbang isi otak, biar rakyat mudah di atur😂",0,2 months ago,@arisusanto8215
Dan kenapa harus pakai anggaran pendidikan,2,2 months ago,@POHONAPI-f3y8d
Lebih tepatnya beban baru. Karena ada masalah makanan yang beracun. Tidak layak dimakan.,0,2 months ago,@MaulanaAr-v1q
Ketololan massal dipertontonkan para Voters 02 di pemilu 2024,0,2 months ago,@shinymilotic4877
Masalah kita itu soal pembangunan itu lebih ke kualitas ASN kita sampai pejabat dari tingkat desa sampai ke provinsi yg kualitasnya rendah. Mau bangun apa aja pasti dikorupsi.,0,2 months ago,@WekaYara
"Untuk yg punya kepentingan, tapi bukan untuk *ujung targetnya (*seluruh siswa di seantero Indonesia, itu hanya dalihnya aja)",0,2 months ago (edited),@IkaputriKurniasari
Sayangnya presiden kita ga mau sama sekali mendengar keluhan rakyat,0,2 months ago,@riobudianto1701
"6juta per hari itu apa ya min? kalo ada 944 siswa rata-rata, bulatkan saja 1.000 siswa. ambil data dari 83.000.000/88.000 dapur = 944 penerima manfaat. kalo dijatah 6juta/1.000 siswa = 6.000 per siswa. 6.000 itu. harga modal aja. ga cukup kalo sudah termasuk omset. minimal 12.000-15.000 per porsi.",0,2 months ago (edited),@Adhi.Santoso
"Si Hendrik homoboti,duta joget mbg 😂😂😂",0,2 months ago,@ipankh4534
MBG  PEMBOROSAN TINGKAT DEWA,0,2 months ago,@simbahzamannow
PROGRAM GAGALLLLLL,0,2 months ago,@bc.figuremurah
YaAllah tolong potong usia bapak manula npd sakit jiwa itu dalam waktu dekat yaAllaaah amiiiin,0,2 months ago,@akj8697
"MBG program Anyiiing, ga tepat sasaran dan memperkaya sebagian manusia yang rakus, yang goblok nya Oposisi tidak ada yg pernah mengingatkan, manusia manusia pemikir pada molor semua",0,2 months ago (edited),@PuyDean
"lah ngapain pelaku usaha kecil sama umkm jadi pemasok mbg? ya kalo tujuannya gerakin ekonomi kan emang harus make vendor besar biar mereka bisa nambah karyawan dan kasi gaji layak ke karyawannya terus si karyawan itu yang beli beli di UMKM. Bayangin orang kerja di umkm banyak yg upahnya cuman1/3 bahkan 1/4 umk belom lagi beban kerja yang overwork dan overtime berkedok loyalitasnya, mau diminta muter roda ekoonomi???",0,2 months ago,@FahriYain
Mending Nontonin Bennix Lebih Masuk Akal Dan Jelas,0,2 months ago,@fikrisatriamashuri2263
hidup HENDRIK uget uget 💰🎉🕺🕺🕺,0,2 months ago,@ayieee888
"Pemerintah cukup paham istilah ""lapar galak kenyang bego (dan anteng)"". Alih2 mencerdaskan, lebih baik mengenyangkan.",0,2 months ago,@StruggleSurvival
"Jujur ini yang sering kejadian 😅
Programnya niatnya bagus, tapi kalah sama “realita lapangan”.
Jadi mungkin diskusinya perlu naik level:
bukan cuma setuju/tidak, tapi gimana bikin sistemnya anti-penyimpangan?",0,2 months ago,@NgomonginUang
"Terima kasih udah share pengalaman kayak gini 🙏
Kalau memang terjadi seperti itu, ini jelas bukan cuma soal program, tapi sudah masuk ke isu serius di sisi ketenagakerjaan & pengawasan mitra.
Program sebesar ini memang sangat bergantung ke rantai mitranya.
Kalau di level mitra ada praktik yang tidak manusiawi, itu berarti: sistem seleksi & pengawasannya perlu dievaluasi serius
Dan poin soal pekerja di bawah umur juga nggak bisa dianggap ringan—
karena itu sudah masuk ranah yang seharusnya diawasi ketat.
Mungkin yang penting sekarang: bagaimana kasus-kasus seperti ini bisa dilaporkan & ditindak,
supaya programnya nggak justru merugikan pihak lain di belakang layar.",4,2 months ago,@NgomonginUang
"Dan saya sebagai walmur, pas ramadhan kemarin, dapat mbg yang ada menu rotinya, rotinya tidak enak (seperti kebanyakan raginya) dan berakhir tidak kemakan.",0,2 months ago,@ariseptiana148
"selalu ada selisih harga jual dan beli antara sppg dan suppliernya, kemana kah? dan akhirnya kualitas, tenaga kerja, biaya operasional ditekan sekecil mungkin oleh supplier buat menuhin keinginan sppg",0,1 month ago,@NurRachmat-kk2vl
La anggaran pendidikan naik terus tp rata2 iqnya malah 78,1,2 months ago,@FahriYain
"MBG, KMP, Program pemerintah paling idiot sepanjang masa",0,2 months ago,@zaenalzed
jelas sekali mbg ini amat sangat bermanfaat bagi masyarakat sekitar karna umkm disana terbantu,0,2 months ago,@alfahito-m3y
Kita mempunyai presiden yang sebenarnya punya power besar tapi idealis.,0,2 months ago,@an_t_abrahamic
"Setelah kisruh Woosh yg pakai hutang, sekarang ada yg lbh membagongkan lg ytu MBG yg habisin triliunan perhari. Tinggal ngitung kawan.",0,2 months ago,@LadaHitam-c8b
Menarik untuk dilihat efek dominonya sampai 5 tahun kedepan...,1,2 months ago,@BagusSaepudin
"MBG udah cuann dari selisih harga 10ribu dibelanjaain cuma 6ribu 7ribuan,kurang puas lagi mereka motong 5ribu dari 15ribu/siswa, kurang puas masih juga  Setiap dapur Embege disubsidi insentif 6juta perhari.
.
👉gak masuk akal biaya modal bikin dapur Embege 2milyar sampe 4milyar nah uang segitu kalau di Depositokan paling banyak dapet 120juta sampe 240juta setahun 
.
bandingkan dengan pemerintah kasih insentif 6juta perhari kalau 300hari operasional dalam setahun udah 1,8milyar
.
 negara disuruh nyewa dapur mereka itu  harga sewanya 1,8milyar/tahun.  ..LOGIKA DIMANA? 
.
please ngakalin duit APBN jangan terlalu PUULGAR😃😀",0,2 months ago,@wid6500
Ngakalin duit APBN dapet insentif 6juta perhari padahal udah ngambil cuann dari selisih harga makanan dan cuann dari motong anggaran 5ribu dari seharusnya 15ribu/siswa/hari jadi 10ribu/siswa/hari.,0,2 months ago,@wid6500
sudah paling bener itu program BLT semua senang ngak ada yg ribut.,0,2 months ago,@dewamandala
Makin kesel min abis liat video konten MBG yang joget2 6 juta itu,0,2 months ago,@timothystevano2994
Faktor kenapa Bowo membuat mbg adalah ingin membubarkan negara Indonesia di tahun 2030,1,2 months ago,@DwikE245
Agak Geli kalau di Bilang GRATIS,0,2 months ago,@KebunAzief
Hari hari ..,0,2 months ago,@samsulx6958
Akan lbh bgs jk uang itu utk lunasin hutang shg APBN jd lbh sehat..,0,2 months ago,@andis1708
Awas min dserang relawan MBG 😂 YG bagajih,1,2 months ago,@labu7978
MBG mematikan pedagang kecil,1,2 months ago,@ahmadsuhaeri8661
"gmn rakyat bisa makmur klu uangnya di hambur2 kan ,berapa triliun uang keluar setiap hari buat MBG,setiap masukan langsung di ACC mau jadi apa. Negara ini",0,2 months ago,@taktiktok3886
"Kita realistis aja programnya bagus banget, tapi kalau korupsi belum diberantas program apapun akan jadi sampah Ujung-ujungnya. Mending perbaiki kurikulum pendidikan yang amburadul dulu, berantas korupsi barudeh jalanin program ginian. Walaupun ga mungkin terjadi kayaknya ya 🗿",0,2 months ago,@LordPutuu
"entah kenapa aku pikir program ini ada maksud lain seperti ngunci suara untuk priode selanjutnya, dia bakal jadiin ini sebagai  program unggulan nya dia lagi dan orang2 yang kerja di mbg otomatis akan milih dia lagi kalo misal g milih ya kerjaan nya ilang",0,2 months ago,@suhailramadhan6737
Makan bergizi gratis tapi menu nya kekurangan gizi 😂😂,0,2 months ago,@BramaKumbara-s9b
"MBG Fix bebani APBN,sudah bnyak yang mngalami keracunan dah puluhan ribu,Anggaran MBG jga kga masuk akal pertahunnya. Dichina aja cuma 80 T pertahun. Program kontroversi tanpa adanya Evaluasi penuh👎🏻👎🏻 program yang diagung²kan wowo nyatanya gagal total😆😆😂😂🤣🤣 sok²an sih jiplak program negara maju.🔥🔥",0,2 months ago,@ArdiAjjagen
"Akun fake ,join 2 jam yang lalu",0,2 months ago,@giyosugihmulya5378
"Program nya bagus menurut saya, tapi dari sisi manajemen pengelolaan masih banyak masalah. Kalau liat di filem² sama info² di luar negeri, mereka bikin dapur nya di sekolah bukan di ruko² kosong dan gak perlu di antara jemput pake mobil pickup yg mondar mandir itu.

Kalau manajemen nya di perbaiki, dikaji ulang dan Diatur sedemikian rupa, Akan lebih efisien lagi dan gak akan sebesar itu biayanya.


MUNGKIN YA",1,2 months ago (edited),@andraem6574
"Semoga saja ini murni mengkritik, bukan karena duit dari George Soros udah cair",0,2 months ago,@betatester8071
Solusi ekonomi untuk sekelompok orang tapi beban bagi APBN karena yang diuntungkan hanya orang orang tertentu,0,2 months ago (edited),@luhurbudi8087
Sudahlah.   Indonesia. Terus tekor.  Dan BANGKRUT.  2027.    MBego,0,2 months ago,@DennyWardan
Manfaat yang tidak bermanfaat,0,2 months ago,@lowkeyloki5359
MBG adl solusi bagi donatur biaya pemilu si omon2 biar pd balik modal...plus korupsi terpimpin biar ga pd berisik. Peduli setan dgn penurunan stunting n perbaikan gizi rakyat,0,2 months ago (edited),@dka0087
"lu tau gak min, dulu janji prabowo dapatin uang buat MBG ini dari hilirirasi. kita gak bakal ekspor bahan mentah lagi. tapi bakal bikin barang mentah jadi barang jadi. dari situ keuntungannya bakal dipakai buat MBG. nyatanya apa? cuma janji manis pas kampanye. uang MBG dari APBN yang bahkan nyunat dana pendidikan dan kesehatan. 

dan si prabowo dengan bangga-nya bilang dan nantangin rakyat kalau mau buktikan nanti pas pemilu 2029. Gue yakin 2029 dia ngecalon juga gak bakal ada yang coblos dia lagi. kalau bisa sampai menang lagi, udah sinting sih ini rakyat.",0,2 months ago,@ZidanMae-san
PROGRAM HASILNYA CUMA JADI TAIK,2,2 months ago,@SRIMULYONO69
"Secara ekonomi & budaya...
..MBG itu tak jauh beda dengan pandangan kontroversial aktifitas mudik lebaran....

Bedanya, ekosistem perputaran ekonomi  mudik tercipta secara alami...
...tapi MBG ini dikonsep terlebih dulu

Keduanya jadi baik & tertata karena selalu dievaluasi & disempurnakan

Musuh kita bersama bukan programnya, tapi prilaku2 negatif yg menyertai program/even tersebut
Kontrol pemerintah, masukan warga masyarakat maupun akademisi tetap dibutuhkan agar makin dekat dengan sasaran...
Kelemahan kita itu ""mudah menyalak"" & kurangnya konsistensi menyempurnakan program secara jangka panjang, hanya karena tidak sejalan & sepemahaman
...karena sentimen kolusi & nipotisme yg masih mengakar sebagai parasit pada kearifan lokal kita",0,2 months ago,@winarnocahyo1411
"MBG itu beban APBN, tidak transparan dan anti kritik. Sengaja dibuat cepet agar pak Prabowo masih terpilih tahun depan. MBG hanya nguntungin mereka yang berhubungan dengan politik.",0,2 months ago (edited),@rijonax
Apakah ngomu dapet duit dari soros?,0,2 months ago,@adscft7597
MBG sengaja dibuat laju biar prabowo dipilih lagi tahun depan 😂😂,0,2 months ago,@rijonax
"Maunya ikut2an luar negeri, Woooooiiiii luar negeri itu PENDIDIKAN DASARNYA DULU YG GRATIS BARU MAKAN GRATIS ITU PUN YG MENGELOLA MASING2 SEKOLAH 😂",0,2 months ago,@dolynugroho
program kosumtif kok diklaim program INEVTASI...... sudah jelas habis di konsumsi....kas negara malah tekor,0,2 months ago,@jackone3389
Kita fokus mbg padahal ada agenda besar yang sedang menyerang Indonesia,0,2 months ago,@Fthree_
Ini era penculik dan penipu ok wo,1,2 months ago,@wirosableng8759
Makan anjing gratis terlebih dahulu buat DPR BUMN pejabat dan aparat terlebih dahulu,1,2 months ago,@wirosableng8759
"Suara mimin Ngomu bikin adem banget, cocok jadi pengisi suara",0,2 months ago,@Maiene
"KEPALA MBG WAJAHNYA MIRIP BENJAMIN NETANYAHU, CARA NGOMONGNYA JUGA MIRIP BANGSATNYA😅",0,2 months ago,@balenasu
"Program buat ngamanin 2 periode, bergizi kaga, gratis kaga.",0,2 months ago,@OvermindXBT
"PENGURUS MBG MEMBANGUN BISNIS JUAL AYAM POTONG, BUKA BISNIS JUAL BUAH, SEWA RUMAH MILIK KELUARGANYA😅😅😅
BELANJA AYAM DI KEDAINYA, BELANJA BUAH DI TOKONYA. HASIL KORUPSI DIJADIKAN MODAL BISNIS.",0,2 months ago,@balenasu
Sudah jelas beban,0,2 months ago,@sergeinotes
"Selalu ngomong soal kebocoran, padahal MBG itu adalah kebocoran yang nyata di buat,😂😂 
Pemerintahan sekarang adalah pemerintahan terlucu yg pernah sy lihat di Indonesia😂😂",0,2 months ago,@farisalisra6220
"Tau apa sih ahli gizi SPPG MBG? Kalau memang ahli di bidang GIZI, tak kan ada makanan berbau, bahkan busuk. Dan tak kan ada Keracunan Massal.",0,2 months ago (edited),@HafisAlfitoDealova
Sarang korupsi 😂🤣😂🤣🤣😂,0,2 months ago,@hamsahasrinhamdan5844
Semua jika sistem kerjanya benar itu baik ‼️,0,2 months ago,@rengatsaja3-6-9
"Aku ada lihat konten ada kepala sekolah atau ibu guru marah-marah ke ahli gizi SPPG MBG karena kualitas makanan MBG rendah tak memenuhi syarat Gizi Nasional. 

Percuma ada ahli gizi SPPG MBG tapi pengetahuan gizinya rendah atau tidak mengerti tentang gizi.

Nah, jika seperti ini ceritanya, lebih baik donk Puskesmas dan Posyandu dijadikan pengawas lapangan di dapur SPPG-MBG untuk melakukan monitoring rutin dan melekat.",0,2 months ago (edited),@HaroldDomar-r5l
"klau program ini emang bisa menggerakkan ekonomi (paling ga untk jangka pendek) mestinya program ini profit oriented, bukan charity. 
Klau narasi-nya untk mnciptakan generasi yg sehat dan produktif dlam jngka panjang, mnurut gw pribadi ini gambling. Aplgi kalau praktek yg dipakai sperti sekarang. 
Apa iya di masa depan bisa tercipta generasi yg produktif, kalau menu mknanan-nya aja masih bnyak yg amburadul?",0,2 months ago,@zayne_rhea
Boros boros anggaran 😵‍💫,0,2 months ago,@NikenMagelang
Beban,0,2 months ago,@LayLa-f8x9m
"Aslinya MBG di khususkan hanya untuk anak SD atau MI aja,,karena anak2 ini dalam proses perkembangan,bukan SMP SMA juga,mereka sudah besar dan semua makanan di gas dari seblak dll mereka udah tau gizi mana yg di butuhkan,ibarat kurang gizi,anak SMP SMA udah bisa ngerti mereka kurang gizi atau GK nya itu dah pilihan mereka andaikan ortu GK mampu mereka udah bisa belajar usaha untuk memenuhi gizinya ,sedangkan anak SD sederajat mereka butuh perhatian khusus,,kalau anak TK biasnya udah ada makan di sekolah di Potong lewat SPP perbulan ,,mungkin bnyak yg bilang MBG GK perlu,karena ladang korup ,itu fakta,tetapi percayalah ada orang yg bahagia walau cuma dapat nasi lauk lele dapat buah segigit dan kadang dapat susu ,,makanan gituan mampu bikin dan beli sendiri,itu kata mereka yg mampu,,ada tetanggaku anaknya 5 ,dia cerita seneng banget ada MBG ,bahkan anaknya antusias ceritain tiap hari dapat makan apa,,sumpah dalam hati kadang tersenyum bahagia dengar mereka cerita ,memang ya MBG itu kadang GK berguna bagi yg mampu tetapi bagi yg sangat membutuhkan sangat berguna sekali ,,walau gara2 MBG harga bahan pangan ikut naik,contoh nyata di daerahku dulu sebelum ada MBG harga ayam naik turun di harga 25-34 naik turun ,tergantung hari2 atau stok ayam di broker,lah sekarang semenjak ada MBG harga ayam stabil di harga 37-40 ,,tetapi tahun ini lah bulan puasa harga tetap stabil,walau bnyak tidak suka dg pak Prabowo,tetapi ku akui bulan puasa inilah GK ada nik gila2 an dari cabe ayam dan barang pasar lain",0,2 months ago,@ombayuofficial
"ingatlah ini, program nya bagus yang mana program ini mementingkan asupan gizi anak atau siswa dari SD sampai SMK/SMA, CUMAN PENGELOLA NYA AJA YANG KURANG BAGUS, ANGGARAN DIPOTONG SANA SINI SEHINGGA MENU NYA TIDAK PANTAS DIBILANG LAYAK. Kami dari Gemari Tematik sering mendengar cerita dari siswa kami",0,2 months ago,@MissShafira
"Ini mewakili bagi kita yg TDK setuju MBG dilanjutkan, dikaji ulang, dipilah pilih pakai skala prioritas",0,2 months ago,@profyusron3439
"Ya udah arahkan ke orang orang ibu hamil dan anak kecil, kalon alasan utamanya itu, yg d kota kota gak usah, masuk kepedalaman, yg SMP dan SMA tidak usah, jgn jd kurupsi berjemaah😂",0,2 months ago,@profyusron3439
"Pekerjaan itu adalah aktivitas yg menghasilkan barang & jasa untuk menambah nilai ekonomi.. MBG ini lebih tepat disebut pembagian bansos, bukan lapangan kerja..",0,2 months ago,@windans924
"Tiap hari dipertontonkan makanan yg TDK dimakan, orang tua pada bersuara bahwa tidak layak dinamakan makanan bergizi😂",0,2 months ago,@profyusron3439
"Mau tau rahasia besar?
Ini rahasianya:


IKL PUSKESMAS

Bagaimana pengawasan rutin dan melekat dapat dilakukan puskesmas di dapur-dapur SPPG MBG jika IKL saja hanya sekali sebulan?


Wajarlah Keracunan Makanan Massal MBG, IKL PUSKESMAS saja hanya SEKALI SEBULAN.

Bukan salah Puskesmas, tapi pembuat kebijakan di pusat yang tidak mengerti kebijakan apa yang dibuat.",0,2 months ago,@SollowSwan
"Pelaku usaha restoran pernah bercerita kalau harga bahan baku di pasar sudah mulai naik, karena kebanyakan sudah diborong sppg, jadi barang yang ga seberapa harus diperebutkan dengan masyarakat umum",0,2 months ago,@gembonggilangramadhan3480
"katanya buat generasi unggul percuma brooo..indonesia makin sempit lapangan pekerjaannya...banyak yg pinter juga gak ditampung...pemerintah lebih mengakomodir ordal, para relawan ataupun..orng2 parpol pendukung dan influincer..",0,2 months ago,@AdaSini-m6y
"Percaya aja sama Pak Prabowo , dia itu Berkah buat Indonesia karna beliau adalah Orang Pilihan",1,2 months ago,@MasterKimJongUn
